,SalePrice,OverallQual,1stFlrSF,TotRmsAbvGrd,YearBuilt,LotFrontage
494,385000.0,10.0,2084.0,7.0,2007.0,114.0
495,140000.0,6.0,1375.0,5.0,1954.0,75.0
496,140000.0,5.0,1214.0,6.0,1965.0,70.0
497,180000.0,6.0,988.0,4.0,1969.0,
498,333168.0,9.0,1422.0,10.0,1999.0,108.0
499,34900.0,4.0,720.0,4.0,1920.0,60.0
500,258000.0,8.0,1165.0,10.0,1998.0,93.0
501,161750.0,6.0,689.0,6.0,1977.0,
502,348000.0,8.0,1407.0,7.0,1997.0,82.0
503,237000.0,8.0,1128.0,7.0,2002.0,75.0
504,227000.0,7.0,1573.0,6.0,2002.0,67.0
505,52500.0,4.0,693.0,4.0,1941.0,153.0
506,153000.0,5.0,1297.0,5.0,1954.0,74.0
507,147000.0,5.0,1113.0,5.0,1950.0,80.0
508,125000.0,6.0,752.0,4.0,1984.0,50.0
509,139000.0,5.0,966.0,7.0,1915.0,60.0
510,115000.0,6.0,818.0,5.0,1926.0,
511,172500.0,7.0,1258.0,6.0,2006.0,53.0
512,188000.0,5.0,1728.0,8.0,1976.0,63.0
513,189000.0,6.0,1055.0,8.0,1992.0,70.0
514,219500.0,7.0,847.0,8.0,2003.0,65.0
515,111250.0,4.0,864.0,5.0,1972.0,
516,184000.0,7.0,788.0,8.0,2004.0,60.0
517,306000.0,8.0,1704.0,7.0,2007.0,98.0
518,191000.0,6.0,1423.0,11.0,1922.0,79.0
519,120000.0,5.0,912.0,5.0,1958.0,70.0
520,475000.0,10.0,1518.0,12.0,1892.0,90.0
521,107500.0,5.0,820.0,5.0,1910.0,70.0
522,131500.0,5.0,1050.0,7.0,1954.0,81.0
523,194000.0,5.0,1432.0,5.0,1978.0,
524,153000.0,5.0,1306.0,5.0,1957.0,64.0
525,122000.0,7.0,964.0,9.0,1910.0,60.0
526,340000.0,8.0,1310.0,7.0,1998.0,
527,181500.0,6.0,1262.0,6.0,1976.0,80.0
528,163500.0,6.0,1657.0,7.0,1970.0,
529,181000.0,6.0,948.0,7.0,2000.0,
530,212000.0,7.0,827.0,6.0,1996.0,43.0
531,272000.0,8.0,1601.0,6.0,2001.0,
532,106500.0,5.0,882.0,5.0,1959.0,
533,148000.0,5.0,1155.0,6.0,1961.0,88.0
534,137000.0,5.0,928.0,10.0,1948.0,95.0
535,217500.0,5.0,1647.0,7.0,1977.0,80.0
536,122500.0,5.0,765.0,6.0,1971.0,24.0
537,183200.0,6.0,807.0,7.0,2002.0,
538,257500.0,6.0,1839.0,7.0,1957.0,110.0
539,124000.0,6.0,561.0,5.0,1980.0,24.0
540,162000.0,7.0,660.0,6.0,2003.0,
541,126175.0,3.0,1163.0,6.0,1955.0,49.0
542,115000.0,4.0,1005.0,5.0,1955.0,60.0
543,135000.0,6.0,1004.0,4.0,1977.0,78.0
544,150750.0,5.0,1327.0,7.0,1959.0,75.0
545,171000.0,7.0,1959.0,9.0,1988.0,82.0
546,149300.0,6.0,848.0,3.0,2004.0,
547,142600.0,5.0,1728.0,10.0,1965.0,74.0
548,260000.0,8.0,1301.0,9.0,1991.0,121.0
549,136000.0,6.0,1664.0,10.0,1916.0,60.0
550,128000.0,4.0,757.0,6.0,1936.0,50.0
551,295000.0,7.0,1675.0,10.0,1880.0,87.0
552,151000.0,6.0,1054.0,6.0,1969.0,65.0
553,103200.0,4.0,882.0,4.0,1956.0,55.0
554,215000.0,7.0,847.0,8.0,2004.0,59.0
555,250000.0,7.0,1026.0,9.0,2005.0,85.0
556,107000.0,4.0,810.0,8.0,1925.0,57.0
557,163000.0,6.0,1362.0,6.0,1961.0,80.0
558,290000.0,8.0,1203.0,8.0,1994.0,92.0
559,108000.0,5.0,672.0,4.0,1940.0,60.0
560,67000.0,5.0,1077.0,6.0,1920.0,60.0
561,430000.0,8.0,3228.0,10.0,1992.0,
562,132500.0,6.0,825.0,6.0,1939.0,50.0
563,145000.0,5.0,1072.0,5.0,2005.0,35.0
564,250000.0,7.0,1392.0,12.0,1978.0,80.0
565,214000.0,6.0,894.0,9.0,2007.0,86.0
566,102776.0,4.0,859.0,7.0,1900.0,66.0
567,192000.0,6.0,943.0,7.0,1998.0,59.0
568,79000.0,3.0,774.0,6.0,1931.0,70.0
569,127000.0,6.0,773.0,7.0,1914.0,60.0
570,204750.0,6.0,905.0,7.0,1997.0,69.0
571,131500.0,6.0,848.0,3.0,2003.0,36.0
572,142000.0,5.0,1056.0,6.0,1968.0,65.0
573,143000.0,6.0,1168.0,7.0,1949.0,78.0
574,164000.0,7.0,918.0,7.0,1941.0,53.0
575,197500.0,6.0,1381.0,5.0,1972.0,78.0
576,155000.0,6.0,660.0,6.0,1966.0,69.0
577,283463.0,8.0,1776.0,7.0,2006.0,93.0
578,107500.0,5.0,1378.0,11.0,1892.0,60.0
579,137500.0,4.0,1181.0,6.0,1972.0,90.0
580,159434.0,5.0,848.0,6.0,1932.0,55.0
581,271000.0,8.0,1689.0,7.0,2002.0,
582,120000.0,6.0,864.0,4.0,1959.0,60.0
583,309000.0,8.0,1132.0,9.0,2004.0,108.0
584,244600.0,8.0,1468.0,6.0,2008.0,74.0
585,210000.0,7.0,933.0,8.0,1994.0,70.0
586,93500.0,3.0,1040.0,6.0,1950.0,60.0
587,190000.0,7.0,1166.0,5.0,2005.0,59.0
588,299800.0,8.0,1175.0,11.0,1976.0,
589,127500.0,6.0,864.0,5.0,1959.0,70.0
590,297000.0,8.0,1718.0,7.0,2007.0,79.0
591,230500.0,8.0,1454.0,7.0,2000.0,106.0
592,152000.0,6.0,1149.0,5.0,1926.0,40.0
593,190000.0,6.0,1097.0,8.0,1971.0,
594,184000.0,7.0,725.0,7.0,1972.0,
595,163000.0,6.0,1261.0,6.0,1958.0,76.0
596,173000.0,6.0,1291.0,6.0,1996.0,
597,146000.0,7.0,703.0,5.0,2007.0,34.0
598,145000.0,5.0,990.0,5.0,1994.0,57.0
599,175000.0,6.0,1041.0,7.0,1968.0,90.0
600,235000.0,8.0,1360.0,8.0,1918.0,174.0
601,125000.0,6.0,1200.0,7.0,1923.0,84.0
602,129900.0,5.0,864.0,5.0,1958.0,70.0
603,311872.0,7.0,1726.0,8.0,2007.0,79.0
604,290000.0,7.0,1214.0,9.0,1995.0,82.0
605,185850.0,7.0,1364.0,6.0,2005.0,43.0
606,140000.0,6.0,1072.0,5.0,2005.0,35.0
607,148500.0,5.0,1002.0,5.0,1970.0,
608,139000.0,5.0,1339.0,6.0,1958.0,70.0
609,138000.0,5.0,816.0,4.0,1982.0,60.0
610,204000.0,7.0,1501.0,6.0,1999.0,78.0
611,213000.0,7.0,1484.0,7.0,2004.0,70.0
612,155000.0,6.0,1215.0,6.0,1958.0,66.0
613,200624.0,6.0,2515.0,9.0,1957.0,
614,236000.0,7.0,1062.0,8.0,1993.0,80.0
615,157000.0,5.0,1336.0,5.0,1953.0,90.0
616,137000.0,5.0,1008.0,4.0,1954.0,
617,128000.0,6.0,841.0,6.0,1915.0,66.0
618,82000.0,4.0,841.0,4.0,1950.0,60.0
619,171500.0,6.0,1279.0,6.0,1977.0,75.0
620,95000.0,3.0,1014.0,7.0,1900.0,107.0
621,179900.0,7.0,1442.0,6.0,1990.0,114.0
622,158500.0,6.0,1152.0,6.0,1950.0,80.0
623,281000.0,8.0,1120.0,8.0,2006.0,86.0
624,205000.0,7.0,1098.0,8.0,1976.0,80.0
625,140000.0,7.0,961.0,7.0,1915.0,60.0
626,178000.0,6.0,808.0,7.0,1992.0,
627,135000.0,5.0,808.0,8.0,1916.0,60.0
628,149000.0,6.0,848.0,3.0,2004.0,
629,174000.0,7.0,1555.0,7.0,2007.0,53.0
630,178400.0,7.0,999.0,6.0,1961.0,
631,193879.0,7.0,1294.0,6.0,2006.0,64.0
632,124000.0,6.0,932.0,4.0,1950.0,57.0
633,133900.0,6.0,1260.0,9.0,1910.0,60.0
634,76500.0,3.0,1306.0,6.0,1940.0,55.0
635,269500.0,8.0,774.0,8.0,2009.0,92.0
636,110000.0,5.0,773.0,4.0,1953.0,57.0
637,132500.0,5.0,1148.0,6.0,1959.0,70.0
638,235000.0,7.0,1525.0,6.0,2000.0,70.0
639,144000.0,5.0,874.0,7.0,1958.0,78.0
640,160000.0,5.0,976.0,7.0,1940.0,130.0
641,212000.0,8.0,866.0,7.0,2007.0,68.0
642,142000.0,6.0,912.0,5.0,1961.0,65.0
643,216000.0,7.0,814.0,7.0,2000.0,
644,271900.0,7.0,2196.0,7.0,1990.0,90.0
645,235000.0,7.0,1468.0,9.0,1977.0,
646,177000.0,6.0,840.0,8.0,1915.0,63.0
647,109500.0,5.0,894.0,5.0,1962.0,60.0
648,154500.0,6.0,1068.0,6.0,1963.0,70.0
649,135000.0,4.0,1229.0,6.0,1956.0,
650,162000.0,6.0,1204.0,5.0,1998.0,32.0
651,145000.0,6.0,1092.0,6.0,1964.0,75.0
652,148000.0,6.0,1113.0,6.0,1976.0,
653,202500.0,7.0,1621.0,8.0,1984.0,91.0
654,317000.0,8.0,1143.0,9.0,2004.0,76.0
655,181000.0,7.0,1504.0,7.0,2005.0,43.0
656,119750.0,5.0,954.0,5.0,1938.0,50.0
657,98000.0,5.0,624.0,7.0,1916.0,34.0
658,141000.0,6.0,848.0,3.0,2004.0,
659,130000.0,5.0,1352.0,6.0,1958.0,92.0
660,165000.0,5.0,1383.0,6.0,1954.0,
661,175000.0,5.0,1464.0,6.0,1963.0,70.0
662,83000.0,6.0,483.0,5.0,1973.0,21.0
663,113000.0,5.0,1048.0,5.0,1922.0,58.0
664,383970.0,7.0,1282.0,10.0,2007.0,77.0
665,75000.0,4.0,546.0,6.0,1970.0,21.0
666,204900.0,7.0,1498.0,5.0,2006.0,73.0
667,239686.0,7.0,1518.0,6.0,2003.0,48.0
668,178000.0,8.0,707.0,6.0,2004.0,74.0
669,184000.0,7.0,1133.0,8.0,1925.0,60.0
670,112000.0,5.0,833.0,5.0,1985.0,
671,141500.0,5.0,1067.0,5.0,1936.0,51.0
672,188500.0,7.0,716.0,6.0,2004.0,71.0
673,110000.0,5.0,924.0,5.0,1975.0,88.0
674,159500.0,6.0,698.0,6.0,1977.0,75.0
675,248000.0,7.0,979.0,7.0,1994.0,
676,127500.0,5.0,808.0,6.0,1940.0,62.0
677,81000.0,4.0,630.0,3.0,1972.0,21.0
678,165600.0,6.0,697.0,6.0,1993.0,
679,135900.0,5.0,936.0,9.0,1912.0,55.0
680,108500.0,4.0,960.0,5.0,1920.0,50.0
681,128000.0,6.0,751.0,6.0,1920.0,60.0
682,305000.0,8.0,1482.0,10.0,2003.0,85.0
683,185000.0,6.0,1262.0,5.0,2006.0,60.0
684,193000.0,6.0,1617.0,5.0,1993.0,50.0
685,206000.0,7.0,1208.0,6.0,2006.0,64.0
686,139000.0,5.0,576.0,5.0,1971.0,70.0
687,52000.0,3.0,729.0,5.0,1935.0,56.0
688,231500.0,6.0,928.0,7.0,1997.0,65.0
689,120500.0,4.0,864.0,5.0,1971.0,60.0
690,148000.0,4.0,1382.0,6.0,1963.0,75.0
691,61000.0,1.0,904.0,4.0,1922.0,
692,106000.0,6.0,483.0,5.0,1970.0,21.0
693,129000.0,5.0,1144.0,6.0,1956.0,68.0
694,200000.0,6.0,1440.0,14.0,1914.0,60.0
695,275000.0,8.0,1646.0,5.0,2004.0,44.0
696,213500.0,8.0,1338.0,6.0,2001.0,41.0
697,161500.0,4.0,1104.0,8.0,1957.0,
698,185500.0,7.0,1414.0,6.0,2004.0,65.0
699,85000.0,5.0,796.0,4.0,1910.0,67.0
700,224000.0,6.0,1640.0,7.0,1954.0,
701,117500.0,6.0,1178.0,8.0,1880.0,90.0
702,260000.0,7.0,1332.0,4.0,1979.0,
703,129000.0,5.0,894.0,5.0,1968.0,109.0
704,100000.0,5.0,1664.0,8.0,1965.0,75.0
705,215200.0,7.0,764.0,7.0,2009.0,72.0
706,110000.0,5.0,892.0,5.0,1966.0,
707,438780.0,10.0,1426.0,10.0,2006.0,66.0
708,301000.0,7.0,1553.0,8.0,1986.0,86.0
709,176000.0,6.0,729.0,5.0,1999.0,34.0
710,205000.0,6.0,1610.0,6.0,1977.0,
711,144152.0,7.0,520.0,4.0,2005.0,30.0
712,143500.0,5.0,1268.0,5.0,1977.0,
713,85000.0,3.0,1013.0,6.0,1915.0,105.0
714,143000.0,5.0,1214.0,5.0,1967.0,
715,325000.0,9.0,1134.0,11.0,2005.0,77.0
716,181000.0,6.0,1586.0,7.0,1979.0,48.0
717,84000.0,4.0,845.0,5.0,1957.0,
718,311500.0,7.0,1137.0,8.0,1939.0,
719,106500.0,4.0,951.0,6.0,1936.0,50.0
720,190000.0,6.0,1844.0,7.0,1977.0,105.0
721,215000.0,6.0,804.0,7.0,2001.0,71.0
722,185000.0,7.0,1337.0,6.0,2003.0,65.0
723,162500.0,6.0,1232.0,6.0,1984.0,
724,113000.0,4.0,736.0,8.0,1920.0,33.0
725,136905.0,5.0,1680.0,8.0,1976.0,
726,212000.0,8.0,1502.0,4.0,1985.0,
727,187500.0,7.0,1146.0,6.0,2003.0,73.0
728,168000.0,8.0,916.0,8.0,1882.0,121.0
729,361919.0,8.0,1264.0,10.0,2006.0,82.0
730,237500.0,6.0,2117.0,7.0,1970.0,
731,79900.0,6.0,1088.0,7.0,1920.0,60.0
732,160000.0,5.0,1687.0,7.0,1948.0,
733,90350.0,5.0,694.0,4.0,1913.0,40.0
734,155000.0,5.0,1128.0,6.0,1963.0,80.0
735,159895.0,7.0,1266.0,6.0,2007.0,43.0
736,148000.0,6.0,1032.0,6.0,1978.0,
737,160000.0,7.0,802.0,7.0,1991.0,
738,84500.0,6.0,520.0,5.0,1935.0,60.0
739,755000.0,10.0,2444.0,10.0,1994.0,104.0
740,122000.0,5.0,900.0,5.0,1967.0,
741,128500.0,5.0,971.0,5.0,1969.0,69.0
742,123000.0,4.0,872.0,5.0,1971.0,70.0
743,102000.0,4.0,1220.0,6.0,1951.0,67.0
744,120500.0,4.0,864.0,5.0,1970.0,60.0
745,108000.0,4.0,897.0,7.0,1920.0,60.0
746,139600.0,3.0,1733.0,8.0,1955.0,
747,194500.0,7.0,1086.0,7.0,1994.0,
748,160200.0,7.0,1145.0,5.0,2005.0,43.0
749,485000.0,9.0,1966.0,11.0,2008.0,104.0
750,145000.0,5.0,1001.0,8.0,1949.0,82.0
751,165000.0,6.0,1208.0,6.0,1977.0,
752,135000.0,6.0,756.0,7.0,1906.0,60.0
753,98300.0,5.0,1048.0,7.0,1950.0,60.0
754,173000.0,6.0,798.0,6.0,2004.0,65.0
755,162000.0,6.0,735.0,6.0,1972.0,
756,200000.0,6.0,1010.0,8.0,2002.0,
757,129500.0,5.0,768.0,5.0,1970.0,54.0
758,161000.0,8.0,833.0,7.0,1925.0,
759,87000.0,4.0,1095.0,8.0,1900.0,60.0
760,163000.0,6.0,1221.0,7.0,1905.0,60.0
761,266000.0,9.0,1684.0,6.0,2005.0,63.0
762,290000.0,8.0,1328.0,9.0,1995.0,65.0
763,155000.0,5.0,1125.0,5.0,2006.0,74.0
764,207500.0,5.0,1600.0,6.0,1957.0,47.0
765,176000.0,7.0,1266.0,6.0,2005.0,62.0
766,394617.0,8.0,1932.0,7.0,2008.0,96.0
767,123000.0,5.0,900.0,6.0,1967.0,68.0
768,124000.0,5.0,1584.0,8.0,1967.0,65.0
769,177000.0,6.0,794.0,6.0,1997.0,
770,88000.0,6.0,525.0,6.0,1971.0,21.0
771,210000.0,6.0,915.0,6.0,1923.0,70.0
772,274000.0,8.0,1518.0,6.0,2003.0,62.0
773,227875.0,7.0,874.0,7.0,2007.0,84.0
774,109500.0,5.0,784.0,5.0,1924.0,50.0
775,287000.0,8.0,2898.0,10.0,1976.0,
776,246578.0,7.0,1500.0,6.0,2006.0,53.0
777,176000.0,6.0,728.0,8.0,2005.0,51.0
778,225000.0,7.0,1304.0,7.0,1953.0,81.0
779,124900.0,5.0,780.0,4.0,1972.0,60.0
780,133900.0,5.0,768.0,5.0,1972.0,60.0
781,190000.0,5.0,1582.0,7.0,1964.0,
782,142500.0,5.0,894.0,5.0,1974.0,100.0
783,129000.0,6.0,913.0,6.0,1966.0,70.0
784,243000.0,6.0,2158.0,7.0,1950.0,84.0
785,129000.0,4.0,1120.0,5.0,1961.0,85.0
786,217000.0,6.0,1494.0,6.0,1997.0,79.0
787,115000.0,4.0,864.0,5.0,1971.0,70.0
788,380000.0,9.0,2069.0,9.0,2006.0,105.0
789,262500.0,8.0,1566.0,7.0,2008.0,75.0
790,100000.0,4.0,788.0,4.0,1941.0,
791,163000.0,7.0,880.0,6.0,1914.0,60.0
792,242000.0,7.0,1898.0,11.0,1967.0,96.0
793,130500.0,6.0,725.0,6.0,1976.0,
794,381000.0,8.0,1968.0,11.0,1935.0,
795,80000.0,4.0,630.0,3.0,1970.0,21.0
796,136900.0,6.0,1216.0,7.0,1954.0,75.0
797,180000.0,7.0,807.0,8.0,2003.0,63.0
798,189000.0,8.0,1228.0,5.0,1988.0,40.0
799,224900.0,7.0,1661.0,6.0,1998.0,48.0
800,239500.0,8.0,1142.0,8.0,1995.0,80.0
801,119000.0,5.0,988.0,6.0,1950.0,60.0
802,37900.0,3.0,600.0,6.0,1910.0,50.0
803,248328.0,7.0,1689.0,7.0,2007.0,83.0
804,181134.0,7.0,1340.0,6.0,2007.0,73.0
805,144000.0,6.0,848.0,4.0,2003.0,
806,140000.0,6.0,848.0,4.0,2003.0,
807,116000.0,5.0,686.0,7.0,1918.0,45.0
808,143500.0,6.0,1285.0,7.0,1977.0,71.0
809,328000.0,7.0,1306.0,7.0,1996.0,80.0
810,55993.0,5.0,1044.0,4.0,1952.0,66.0
811,302000.0,8.0,1453.0,9.0,1990.0,
812,193000.0,6.0,864.0,8.0,2004.0,62.0
813,240000.0,7.0,1670.0,7.0,2006.0,50.0
814,167500.0,7.0,1136.0,8.0,1910.0,60.0
815,113000.0,6.0,672.0,7.0,1973.0,21.0
816,105000.0,3.0,694.0,6.0,1915.0,60.0
817,350000.0,8.0,2113.0,7.0,1995.0,91.0
818,180000.0,6.0,1298.0,5.0,1985.0,
819,132500.0,5.0,1190.0,6.0,1962.0,70.0
820,144000.0,6.0,1056.0,4.0,1980.0,64.0
821,285000.0,9.0,1668.0,7.0,2002.0,90.0
822,244000.0,7.0,2223.0,8.0,1973.0,95.0
823,230000.0,8.0,1004.0,7.0,1999.0,73.0
824,225000.0,8.0,1496.0,7.0,2007.0,76.0
825,185750.0,6.0,1489.0,7.0,1968.0,
826,218000.0,5.0,1437.0,6.0,1976.0,90.0
827,93000.0,5.0,811.0,7.0,1954.0,50.0
828,167000.0,5.0,1486.0,7.0,1964.0,75.0
829,200000.0,7.0,920.0,8.0,2002.0,95.0
830,180000.0,8.0,1337.0,5.0,1993.0,41.0
831,110000.0,6.0,684.0,7.0,1920.0,67.0
832,185000.0,7.0,885.0,7.0,1998.0,74.0
833,160000.0,10.0,4692.0,12.0,2008.0,313.0
834,191000.0,7.0,909.0,7.0,1996.0,70.0
835,123600.0,4.0,990.0,5.0,1994.0,60.0
836,82500.0,4.0,708.0,5.0,1940.0,50.0
837,192140.0,5.0,734.0,7.0,2005.0,60.0
838,501837.0,9.0,2234.0,9.0,2008.0,63.0
839,251000.0,8.0,1652.0,6.0,2000.0,41.0
840,227000.0,8.0,1588.0,7.0,2006.0,85.0
841,123000.0,5.0,894.0,6.0,1972.0,60.0
842,144500.0,6.0,848.0,4.0,2004.0,
843,180000.0,7.0,840.0,8.0,2003.0,72.0
844,228000.0,8.0,1707.0,6.0,1981.0,
845,239900.0,8.0,901.0,8.0,2005.0,72.0
846,128500.0,5.0,864.0,5.0,1972.0,120.0
847,162900.0,7.0,832.0,8.0,1976.0,78.0
848,325000.0,9.0,1652.0,6.0,2006.0,108.0
849,144000.0,5.0,1167.0,6.0,1920.0,98.0
850,82000.0,3.0,944.0,4.0,1952.0,74.0
851,108000.0,4.0,755.0,7.0,1940.0,60.0
852,179400.0,7.0,757.0,6.0,1999.0,24.0
853,94000.0,5.0,780.0,6.0,1875.0,54.0
854,211000.0,6.0,882.0,7.0,1998.0,
855,140000.0,6.0,1136.0,5.0,1965.0,80.0
856,176485.0,7.0,1302.0,6.0,2007.0,73.0
857,213250.0,7.0,1680.0,7.0,1998.0,78.0
858,165000.0,6.0,1127.0,9.0,1964.0,100.0
859,135000.0,4.0,720.0,6.0,1949.0,60.0
860,171000.0,6.0,1118.0,6.0,1977.0,76.0
861,113000.0,4.0,672.0,4.0,1941.0,50.0
862,255000.0,8.0,1091.0,7.0,2002.0,90.0
863,157000.0,7.0,1601.0,7.0,1978.0,82.0
864,259000.0,7.0,1530.0,7.0,2004.0,182.0
865,325000.0,8.0,1500.0,9.0,1994.0,98.0
866,91000.0,4.0,526.0,5.0,1973.0,21.0
867,437154.0,9.0,1848.0,10.0,2005.0,56.0
868,225000.0,7.0,1122.0,8.0,1990.0,116.0
869,132000.0,5.0,768.0,7.0,1910.0,60.0
870,122000.0,8.0,938.0,8.0,1872.0,50.0
871,201800.0,7.0,902.0,8.0,1965.0,
872,165400.0,7.0,760.0,7.0,2003.0,60.0
873,141000.0,5.0,1800.0,10.0,1961.0,80.0
874,538000.0,8.0,1690.0,12.0,2003.0,47.0
875,224900.0,7.0,884.0,8.0,2003.0,65.0
876,176500.0,6.0,1414.0,6.0,1958.0,87.0
877,259500.0,6.0,1436.0,9.0,1945.0,61.0
878,116500.0,5.0,858.0,4.0,1958.0,50.0
879,91000.0,6.0,790.0,4.0,1930.0,52.0
880,152000.0,5.0,1040.0,6.0,1996.0,82.0
881,110000.0,4.0,858.0,4.0,1971.0,
882,256000.0,6.0,1584.0,8.0,1920.0,60.0
883,133700.0,5.0,1040.0,6.0,1959.0,70.0
884,275500.0,8.0,1038.0,8.0,2005.0,80.0
885,180500.0,6.0,1425.0,7.0,1964.0,100.0
886,84900.0,4.0,930.0,6.0,1946.0,60.0
887,135000.0,5.0,1040.0,9.0,1969.0,70.0
888,177500.0,6.0,753.0,7.0,1942.0,
889,466500.0,10.0,2633.0,8.0,2001.0,
890,116900.0,7.0,572.0,5.0,1926.0,
891,179500.0,5.0,1052.0,8.0,1939.0,60.0
892,226000.0,7.0,1216.0,8.0,1966.0,88.0
893,154000.0,5.0,1060.0,6.0,1968.0,
894,135500.0,5.0,872.0,8.0,1955.0,59.0
895,89500.0,6.0,1035.0,6.0,1920.0,
896,112500.0,5.0,882.0,5.0,1972.0,70.0
897,140000.0,5.0,1032.0,8.0,1900.0,76.0
898,203000.0,7.0,1504.0,6.0,1996.0,73.0
899,174500.0,7.0,860.0,7.0,1941.0,75.0
900,156000.0,5.0,1073.0,6.0,1965.0,79.0
901,178000.0,7.0,832.0,6.0,1925.0,60.0
902,235128.0,8.0,1580.0,7.0,2007.0,92.0
903,157900.0,6.0,1442.0,7.0,1958.0,75.0
904,165500.0,5.0,1700.0,6.0,1959.0,70.0
905,117000.0,5.0,884.0,5.0,1925.0,50.0
906,173500.0,6.0,738.0,7.0,2005.0,64.0
907,239000.0,6.0,1370.0,10.0,1918.0,86.0
908,213000.0,7.0,1630.0,6.0,2000.0,75.0
909,90000.0,4.0,1296.0,6.0,1967.0,72.0
910,233000.0,7.0,956.0,8.0,2004.0,76.0
911,241000.0,7.0,1112.0,7.0,2006.0,65.0
912,119500.0,5.0,950.0,5.0,1971.0,61.0
913,163900.0,7.0,812.0,7.0,1992.0,
914,80500.0,4.0,672.0,3.0,1947.0,52.0
915,278000.0,8.0,2524.0,9.0,1981.0,80.0
916,118000.0,4.0,1440.0,8.0,1955.0,92.0
917,233230.0,8.0,1079.0,8.0,2006.0,120.0
918,167000.0,6.0,1516.0,6.0,1964.0,100.0
919,169900.0,6.0,1034.0,6.0,1976.0,
920,119900.0,5.0,965.0,6.0,1965.0,60.0
921,228500.0,8.0,1284.0,7.0,2002.0,
922,170000.0,7.0,1173.0,6.0,1974.0,85.0
923,147000.0,5.0,1122.0,6.0,1948.0,100.0
924,154000.0,5.0,1246.0,6.0,1959.0,75.0
925,109900.0,5.0,904.0,6.0,1966.0,
926,137000.0,5.0,860.0,4.0,1982.0,74.0
927,67000.0,3.0,864.0,5.0,1914.0,45.0
928,280000.0,8.0,1836.0,7.0,2004.0,107.0
929,105000.0,4.0,840.0,6.0,1920.0,90.0
930,140200.0,6.0,972.0,6.0,1939.0,65.0
931,55000.0,4.0,372.0,7.0,1930.0,70.0
932,240000.0,6.0,1079.0,9.0,1992.0,
933,139400.0,5.0,1056.0,6.0,1954.0,80.0
934,208300.0,6.0,1218.0,4.0,2009.0,75.0
935,113000.0,6.0,798.0,7.0,1945.0,52.0
936,141000.0,5.0,1150.0,6.0,1959.0,70.0
937,147000.0,8.0,1795.0,7.0,2006.0,75.0
938,215000.0,6.0,1602.0,8.0,1977.0,
939,100000.0,5.0,968.0,5.0,1923.0,60.0
940,178900.0,6.0,783.0,8.0,2005.0,65.0
941,212900.0,7.0,1552.0,7.0,2005.0,84.0
942,139000.0,6.0,912.0,8.0,1971.0,94.0
943,137500.0,6.0,1054.0,6.0,1963.0,80.0
944,149500.0,6.0,672.0,6.0,1978.0,74.0
945,244400.0,7.0,1207.0,10.0,1940.0,
946,118964.0,5.0,1535.0,8.0,1979.0,64.0
947,194000.0,7.0,1220.0,6.0,2006.0,64.0
948,187000.0,6.0,1094.0,7.0,1976.0,80.0
949,127000.0,5.0,1507.0,7.0,1960.0,70.0
950,190000.0,5.0,1361.0,12.0,1977.0,
951,130500.0,5.0,768.0,6.0,1946.0,70.0
952,153900.0,5.0,876.0,7.0,1915.0,100.0
953,100000.0,4.0,816.0,3.0,1938.0,67.0
954,125500.0,5.0,902.0,6.0,1967.0,
955,250000.0,8.0,1053.0,9.0,2003.0,75.0
956,132000.0,6.0,972.0,5.0,1948.0,50.0
957,120500.0,6.0,816.0,5.0,1930.0,
958,88000.0,4.0,546.0,6.0,1970.0,21.0
959,97000.0,4.0,798.0,6.0,1970.0,21.0
960,126000.0,5.0,990.0,5.0,1994.0,65.0
961,169500.0,5.0,876.0,8.0,1962.0,69.0
962,256000.0,4.0,1663.0,6.0,1954.0,
963,122500.0,4.0,1246.0,11.0,1885.0,60.0
964,245500.0,8.0,1288.0,4.0,1996.0,38.0
965,315000.0,9.0,1980.0,8.0,2004.0,129.0
966,135000.0,5.0,1048.0,6.0,1956.0,72.0
967,99900.0,5.0,864.0,4.0,1922.0,56.0
968,143000.0,5.0,796.0,5.0,1993.0,85.0
969,135000.0,7.0,707.0,6.0,1946.0,60.0
970,169000.0,6.0,916.0,7.0,1997.0,57.0
971,134500.0,5.0,999.0,6.0,1962.0,69.0
972,174000.0,6.0,742.0,8.0,2005.0,149.0
973,110000.0,6.0,1392.0,5.0,1968.0,120.0
974,128950.0,4.0,1225.0,6.0,1959.0,77.0
975,197000.0,8.0,1247.0,4.0,2005.0,37.0
976,234000.0,7.0,1276.0,9.0,1926.0,53.0
977,153500.0,5.0,1074.0,6.0,1975.0,78.0
978,385000.0,9.0,1842.0,5.0,1981.0,68.0
979,173900.0,6.0,750.0,6.0,2005.0,68.0
980,87000.0,5.0,840.0,5.0,1930.0,55.0
981,207500.0,7.0,1314.0,6.0,2007.0,34.0
982,186000.0,6.0,1212.0,6.0,2009.0,83.0
983,202500.0,8.0,1370.0,6.0,2006.0,44.0
984,105000.0,5.0,875.0,5.0,1931.0,51.0
985,200100.0,7.0,901.0,9.0,1920.0,54.0
986,80000.0,4.0,747.0,4.0,1945.0,47.0
987,143750.0,6.0,958.0,5.0,1976.0,
988,180500.0,5.0,1152.0,6.0,1964.0,
989,184000.0,6.0,1651.0,7.0,1986.0,47.0
990,75500.0,4.0,630.0,3.0,1972.0,21.0
991,110500.0,5.0,866.0,4.0,1945.0,40.0
